2026-08-20T07:53:23	1464-Letter_to_Mr_Minoo_Masani_23-07-1974	summary	ok cred=0.29
2026-08-20T07:53:32	1480-Sixth_National_Convention_15-04-1974	metadata.a	ok cred=0.22
2026-08-20T07:53:37	1467-Letter_from_Madhu_Mehta_13-07-1974	summary	ok cred=0.26
2026-08-20T07:53:39	1484-Letter_to_SV_Raju_14-06-1974	metadata.a	ok cred=0.22
2026-08-20T07:53:44	1469-Telegram_to_S_V_Raju	summary	ok cred=0.21
2026-08-20T07:53:48	1479-Letter_from_SV_Raju_28-06-1974	summary	ok cred=0.27
2026-08-20T07:53:49	1485-For_Favour_of_Publication_10-06-1974	metadata.a	ok cred=0.29
2026-08-20T07:53:51	1492-Letter_from_SV_Raju_13-04-1974	metadata.a	ok cred=0.27
2026-08-20T07:53:53	1480-Sixth_National_Convention_15-04-1974	summary	ok cred=0.23
2026-08-20T07:53:55	1474-Telegram_from_Mr_Minoo_Masani	summary	ok cred=0.29
2026-08-20T07:54:05	1495-Letter_to_Piloo_Mody_26-03-1974	metadata.a	ok cred=0.22
2026-08-20T07:54:08	1496-Letter_to_SV_Raju_19-03-1974	metadata.a	ok cred=0.22
2026-08-20T07:54:08	1497-Letter_to_SV_Raju_18-03-1974	metadata.a	ok cred=0.23
2026-08-20T07:54:13	1484-Letter_to_SV_Raju_14-06-1974	summary	ok cred=0.29
2026-08-20T07:54:20	160-The_Democrats_Dilemma_12-08-1967	metadata.a	ok cred=0.29
2026-08-20T07:54:23	1485-For_Favour_of_Publication_10-06-1974	summary	UNPARSEABLE
2026-08-20T07:54:24	1492-Letter_from_SV_Raju_13-04-1974	summary	ok cred=0.25
2026-08-20T07:54:25	1651-Original_Allocation_Of_Grants_To_The_Regional_Committees_In_The_State	metadata.a	ok cred=0.27
2026-08-20T07:54:30	1496-Letter_to_SV_Raju_19-03-1974	summary	ok cred=0.27
2026-08-20T07:54:37	1495-Letter_to_Piloo_Mody_26-03-1974	summary	ok cred=0.29
2026-08-20T07:54:39	1653-Letter_to_Mr_S_Y_Krishnaswamy_17-11-1959	metadata.a	ok cred=0.29
2026-08-20T07:54:43	1497-Letter_to_SV_Raju_18-03-1974	summary	ok cred=0.3
2026-08-20T07:54:48	1655-Telegram_to_Mr_S_Y_Krishnaswamy_17-11-1959	metadata.a	ok cred=0.28
2026-08-20T07:54:49	1654-Letter_to_Mr_H_P_Modi	metadata.a	ok cred=0.23
2026-08-20T07:54:53	1651-Original_Allocation_Of_Grants_To_The_Regional_Committees_In_The_State	summary	ok cred=0.23
2026-08-20T07:54:56	1657-Letter_to_Ram_Rai_Munshi_16-11-1959	metadata.a	ok cred=0.22
2026-08-20T07:54:57	160-The_Democrats_Dilemma_12-08-1967	summary	ok cred=0.27
2026-08-20T07:55:08	1653-Letter_to_Mr_S_Y_Krishnaswamy_17-11-1959	summary	ok cred=0.28
2026-08-20T07:55:10	1658-Letter_to_Mr_H_N_Hota_16-11-1959	metadata.a	ok cred=0.28
2026-08-20T07:55:11	1655-Telegram_to_Mr_S_Y_Krishnaswamy_17-11-1959	summary	ok cred=0.24
2026-08-20T07:55:15	1660-Letter_to_Dr_Cooper_16-11-1959	metadata.a	ok cred=0.28
2026-08-20T07:55:18	1661-Swatantra_Party_Notice_For_Meeting_09-11-1959	metadata.a	ok cred=0.28
2026-08-20T07:55:22	1662-Letter_to_Kaikhusru_07-11-1959	metadata.a	ok cred=0.22
2026-08-20T07:55:24	1657-Letter_to_Ram_Rai_Munshi_16-11-1959	summary	ok cred=0.27
2026-08-20T07:55:26	1654-Letter_to_Mr_H_P_Modi	summary	UNPARSEABLE
2026-08-20T07:55:29	1664-Letter_to_Chiranjilal_Loyalka_06-11-1959	metadata.a	ok cred=0.27
2026-08-20T07:55:35	1666-Letter_to_Mr_H_P_Modi_06-11-1959	metadata.a	ok cred=0.28
2026-08-20T07:55:39	1658-Letter_to_Mr_H_N_Hota_16-11-1959	summary	UNPARSEABLE
2026-08-20T07:55:41	1661-Swatantra_Party_Notice_For_Meeting_09-11-1959	summary	ok cred=0.24
2026-08-20T07:55:42	1660-Letter_to_Dr_Cooper_16-11-1959	summary	ok cred=0.24
2026-08-20T07:55:48	1664-Letter_to_Chiranjilal_Loyalka_06-11-1959	summary	ok cred=0.21
2026-08-20T07:55:48	1667-Letter_to_Mr_G_Rajagopalachari_03-11-1959	metadata.a	ok cred=0.23
2026-08-20T07:55:50	1662-Letter_to_Kaikhusru_07-11-1959	summary	ok cred=0.28
2026-08-20T07:55:51	1668-Letter_to_Pandit_B_N_Chaturvedi_02-11-1959	metadata.a	ok cred=0.21
2026-08-20T07:56:04	167-Letter_to_Mr_Minoo_Masani_27-03-1968	metadata.a	ok cred=0.21
2026-08-20T07:56:04	1672-Letter_to_Mr_H_P_Modi_23-10-1959	metadata.a	ok cred=0.28
2026-08-20T07:56:07	1666-Letter_to_Mr_H_P_Modi_06-11-1959	summary	ok cred=0.29
2026-08-20T07:56:08	1670-Letter_to_Mr_Purshotam_Das_28-10-1959	metadata.a	ok cred=0.28
