file	archive_id	date	year	date_flag	direction	correspondent_verbatim	thinker_id	resolution	genre	work_type_suggest
3189-Letter_to_S_V_Raju_31-12-1971.pdf	3189	1971-12-31	1971		to	S V Raju	s-v-raju	resolved	letter	letter
319-Swatantra_Newsletter_No-34_May-1963.pdf	319	1963-05	1963						letter	letter
3190-Letter_to_V_T_Sreenivasan_31-12-1971.pdf	3190	1971-12-31	1971		to	V T Sreenivasan		unresolved	letter	letter
3191-Letter_to_V_T_Sreenivasan_20-12-1971.pdf	3191	1971-12-20	1971		to	V T Sreenivasan		unresolved	letter	letter
3192-Letter_from_V_T_Sreenivasan_07-11-1971.pdf	3192	1971-11-07	1971		from	V T Sreenivasan		unresolved	letter	letter
3193-Letter_to_S_V_Raju_30-04-1971.pdf	3193	1971-04-30	1971		to	S V Raju	s-v-raju	resolved	letter	letter
3194-Letter_to_S_V_Raju_03-11-1971.pdf	3194	1971-11-03	1971		to	S V Raju	s-v-raju	resolved	letter	letter
3195-Letter_to_Egg_Head_02-11-1971.pdf	3195	1971-11-02	1971		to	Egg Head		unresolved	letter	letter
3196-Letter_to_S_V_Raju_26-11-1971.pdf	3196	1971-11-26	1971		to	S V Raju	s-v-raju	resolved	letter	letter
3197-Letter_to_S_V_Raju_21-10-1971.pdf	3197	1971-10-21	1971		to	S V Raju	s-v-raju	resolved	letter	letter
3198-Letter_to_V_T_Sreenivasan_09-11-1971.pdf	3198	1971-11-09	1971		to	V T Sreenivasan		unresolved	letter	letter
3199-Letter_to_Tribikram_Tripathy_06-09-1971.pdf	3199	1971-09-06	1971		to	Tribikram Tripathy		unresolved	letter	letter
32-Letter_to_Mr_Bhikhubhai_Patel_19-03-1971.pdf	32	1971-03-19	1971		to	Bhikhubhai Patel		unresolved	letter	letter
320-Swatantra_Newsletter_No-35_June-July-1963.pdf	320	1963-07	1963						letter	letter
3200-Letter_to_S_V_Raju_02-09-1971.pdf	3200	1971-09-02	1971		to	S V Raju	s-v-raju	resolved	letter	letter
3201-Letter_to_Howard_Erdman_29-06-1971.pdf	3201	1971-06-29	1971		to	Howard Erdman		unresolved	letter	letter
3202-Letter_to_S_V_Raju_28-06-1971.pdf	3202	1971-06-28	1971		to	S V Raju	s-v-raju	resolved	letter	letter
3203-Letter_from_S_V_Raju_15-06-1971.pdf	3203	1971-06-15	1971		from	S V Raju	s-v-raju	resolved	letter	letter
3204-Letter_to_S_V_Raju_14-06-1971.pdf	3204	1971-06-14	1971		to	S V Raju	s-v-raju	resolved	letter	letter
3205-Letter_to_C_R_Irani_07-06-1971.pdf	3205	1971-06-07	1971		to	C R Irani		unresolved	letter	letter
3206-Letter_to_S_V_Raju_15-05-1971.pdf	3206	1971-05-15	1971		to	S V Raju	s-v-raju	resolved	letter	letter
3207-Letter_from_R_C_Cooper_05-04-1971.pdf	3207	1971-04-05	1971		from	R C Cooper		unresolved	letter	letter
3208-Letter_to_Babubhai_P_Vaidya.pdf	3208				to	Babubhai P Vaidya		unresolved	letter	letter
3209-Letter_to_Girish_Munshi_29-04-1977.pdf	3209	1977-04-29	1977		to	Girish Munshi		unresolved	letter	letter
321-Swatantra_Newsletter_No-37_September-1963.pdf	321	1963-09	1963						letter	letter
3210-Letter_to_Girish_Munshi_18-04-1977.pdf	3210	1977-04-18	1977		to	Girish Munshi		unresolved	letter	letter
3211-Letter_to_Girish_Munshi_15-04-1977.pdf	3211	1977-04-15	1977		to	Girish Munshi		unresolved	letter	letter
3212-Letter_from_Girish_K_Munshi_15-04-1977.pdf	3212	1977-04-15	1977		from	Girish K Munshi		unresolved	letter	letter
3213-Letter_to_S_V_Raju_11-04-1977.pdf	3213	1977-04-11	1977		to	S V Raju	s-v-raju	resolved	letter	letter
3214-Letter_to_Mr_Minoo_Masani_08-04-1977.pdf	3214	1977-04-08	1977		to	Minoo Masani	minoo-masani	resolved	letter	letter
3215-Letter_to_Mr_Minoo_Masani_07-04-1977.pdf	3215	1977-04-07	1977		to	Minoo Masani	minoo-masani	resolved	letter	letter
3216-Letter_to_S_V_Raju_04-04-1977.pdf	3216	1977-04-04	1977		to	S V Raju	s-v-raju	resolved	letter	letter
3217-Letter_to_Mr_Minoo_Masani_01-04-1977.pdf	3217	1977-04-01	1977		to	Minoo Masani	minoo-masani	resolved	letter	letter
3218-Letter_to_Mr_Minoo_Masani_01-04-1977.pdf	3218	1977-04-01	1977		to	Minoo Masani	minoo-masani	resolved	letter	letter
3219-Letter_from_Girish_K_Munshi_30-03-1977.pdf	3219	1977-03-30	1977		from	Girish K Munshi		unresolved	letter	letter
322-Swatantra_Newsletter_No-38_October-1963.pdf	322	1963-10	1963						letter	letter
3220-Letter_to_Girish_K_Munshi_22-03-1977.pdf	3220	1977-03-22	1977		to	Girish K Munshi		unresolved	letter	letter
3221-Letter_from_Girish_K_Munshi_08-03-1977.pdf	3221	1977-03-08	1977		from	Girish K Munshi		unresolved	letter	letter
3222-Letter_from_Girish_K_Munshi_03-03-1977.pdf	3222	1977-03-03	1977		from	Girish K Munshi		unresolved	letter	letter
3223-Letter_from_S_V_Raju_05-03-1977.pdf	3223	1977-03-05	1977		from	S V Raju	s-v-raju	resolved	letter	letter
3224-Letter_to_Girish_K_Munshi_06-03-1976.pdf	3224	1976-03-06	1976		to	Girish K Munshi		unresolved	letter	letter
3225-Letter_to_S_V_Raju_28-06-1975.pdf	3225	1975-06-28	1975		to	S V Raju	s-v-raju	resolved	letter	letter
3226-Letter_to_Girish_K_Munshi_26-06-1975.pdf	3226	1975-06-26	1975		to	Girish K Munshi		unresolved	letter	letter
3227-Letter_to_S_V_Raju_14-06-1975.pdf	3227	1975-06-14	1975		to	S V Raju	s-v-raju	resolved	letter	letter
3228-Letter_from_S_V_Raju_13-06-1975.pdf	3228	1975-06-13	1975		from	S V Raju	s-v-raju	resolved	letter	letter
3229-Letter_from_S_V_Raju_23-12-1974.pdf	3229	1974-12-23	1974		from	S V Raju	s-v-raju	resolved	letter	letter
323-Swatantra_Newsletter_No-39_November-1963.pdf	323	1963-11	1963						letter	letter
3230-Letter_from_S_V_Raju_17-12-1974.pdf	3230	1974-12-17	1974		from	S V Raju	s-v-raju	resolved	letter	letter
3231-Letter_from_S_V_Raju_11-12-1974.pdf	3231	1974-12-11	1974		from	S V Raju	s-v-raju	resolved	letter	letter
3232-Letter_to_S_V_Raju_03-07-1974.pdf	3232	1974-07-03	1974		to	S V Raju	s-v-raju	resolved	letter	letter
3233-Letter_from_S_V_Raju_01-07-1974.pdf	3233	1974-07-01	1974		from	S V Raju	s-v-raju	resolved	letter	letter
3234-Letter_to_S_V_Raju_27-06-1974.pdf	3234	1974-06-27	1974		to	S V Raju	s-v-raju	resolved	letter	letter
3235-Letter_to_Girish_K_Munshi_22-06-1974.pdf	3235	1974-06-22	1974		to	Girish K Munshi		unresolved	letter	letter
3236-Letter_to_S_V_Raju_07-06-1974.pdf	3236	1974-06-07	1974		to	S V Raju	s-v-raju	resolved	letter	letter
3237-Letter_to_Girish_K_Munshi_05-06-1974.pdf	3237	1974-06-05	1974		to	Girish K Munshi		unresolved	letter	letter
3238-Letter_from_V_S_Srikumar_26-04-1975.pdf	3238	1975-04-26	1975		from	V S Srikumar		unresolved	letter	letter
3239-Letter_from_V_S_Srikumar_28-01-1975.pdf	3239	1975-01-28	1975		from	V S Srikumar		unresolved	letter	letter
324-Swatantra_Newsletter_No-40_December-1963.pdf	324	1963-12	1963						letter	letter
3240-Letter_to_Thiru_H_K_Ghazi_21-01-1975.pdf	3240	1975-01-21	1975		to	Thiru H K Ghazi		unresolved	letter	letter
3241-Letter_from_V_S_Srikumar_02-01-1975.pdf	3241	1975-01-02	1975		from	V S Srikumar		unresolved	letter	letter
3242-Letter_from_V_S_Srikumar_02-01-1975.pdf	3242	1975-01-02	1975		from	V S Srikumar		unresolved	letter	letter
3243-Letter_to_Girish_K_Munshi_08-01-1975.pdf	3243	1975-01-08	1975		to	Girish K Munshi		unresolved	letter	letter
3244-Letter_from_Girish_K_Munshi_02-01-1976.pdf	3244	1976-01-02	1976		from	Girish K Munshi		unresolved	letter	letter
3245-Resolutions_of_Swatantra_Party_08-12-1974.pdf	3245	1974-12-08	1974						resolution	resolution
3246-Letter_from_Girish_K_Munshi_31-12-1974.pdf	3246	1974-12-31	1974		from	Girish K Munshi		unresolved	letter	letter
3247-Letter_to_V_S_Srikumar_07-01-1975.pdf	3247	1975-01-07	1975		to	V S Srikumar		unresolved	letter	letter
3248-Letter_to_C_Rajagopalachari_13-02-1963.pdf	3248	1963-02-13	1963		to	C Rajagopalachari	c-rajagopalachari	resolved	letter	letter
3249-Letter_to_Mr_Minoo_Masani_03-02-1963.pdf	3249	1963-02-03	1963		to	Minoo Masani	minoo-masani	resolved	letter	letter
325-Swatantra_Newsletter_No-41_January-February-1964.pdf	325	1964-02	1964						letter	letter
3250-Letter_to_N_G_Ranga_02-01-1963.pdf	3250	1963-01-02	1963		to	N G Ranga		unresolved	letter	letter
3251-Letter_to_C_Rajagopalachari_02-02-1963.pdf	3251	1963-02-02	1963		to	C Rajagopalachari	c-rajagopalachari	resolved	letter	letter
3252-Letter_to_K_M_Munshi_27-01-1963.pdf	3252	1963-01-27	1963		to	K M Munshi	k-m-munshi	resolved	letter	letter
3253-Letter_to_Mr_Minoo_Masani_26-01-1963.pdf	3253	1963-01-26	1963		to	Minoo Masani	minoo-masani	resolved	letter	letter
3254-Letter_to_Mr_Minoo_Masani_08-01-1963.pdf	3254	1963-01-08	1963		to	Minoo Masani	minoo-masani	resolved	letter	letter
3255-Letter_to_C_Rajagopalachari_25-01-1963.pdf	3255	1963-01-25	1963		to	C Rajagopalachari	c-rajagopalachari	resolved	letter	letter
3256-Letter_to_N_G_Ranga_21-01-1963.pdf	3256	1963-01-21	1963		to	N G Ranga		unresolved	letter	letter
3257-Letter_to_S_K_D_Paliwal_21-01-1963.pdf	3257	1963-01-21	1963		to	S K D Paliwal		unresolved	letter	letter
3258-Draft_Report_of_the_Organisation.pdf	3258								report	occasional_paper
3259-Letter_to_C_Rajagopalachari_16-01-1963.pdf	3259	1963-01-16	1963		to	C Rajagopalachari	c-rajagopalachari	resolved	letter	letter
326-Swatantra_Newsletter_No-42_March-1964.pdf	326	1964-03	1964						letter	letter
3260-Letter_to_Girish_K_Munshi_14-01-1968.pdf	3260	1968-01-14	1968		to	Girish K Munshi		unresolved	letter	letter
3261-Letter_to_C_Rajagopalachari_14-01-1963.pdf	3261	1963-01-14	1963		to	C Rajagopalachari	c-rajagopalachari	resolved	letter	letter
3262-Minutes_of_Meeting.pdf	3262								minutes	minutes
3263-Draft_Items_for_Agenda_of_General_Council_of_Meetings.pdf	3263								agenda	circular
3264-Letter_to_kamakhya_Narain_Singh_02-01-1963.pdf	3264	1963-01-02	1963		to	kamakhya Narain Singh		unresolved	letter	letter
3265-Letter_to_C_Rajagopalachari_03-12-1962.pdf	3265	1962-12-03	1962		to	C Rajagopalachari	c-rajagopalachari	resolved	letter	letter
3266-Letter_to_Mr_Minoo_Masani_03-12-1962.pdf	3266	1962-12-03	1962		to	Minoo Masani	minoo-masani	resolved	letter	letter
3267-Letter_to_C_Rajagopalachari_01-12-1962.pdf	3267	1962-12-01	1962		to	C Rajagopalachari	c-rajagopalachari	resolved	letter	letter
3268-Swatantra_Party_Minutes_of_Meeting.pdf	3268								minutes	minutes
3269-Letter_to_Jagat_Kishore_Parsad_Narain_Singh_16-08-1962.pdf	3269	1962-08-16	1962		to	Jagat Kishore Parsad Narain Singh		unresolved	letter	letter
327-Swatantra_Newsletter_No-43_April-May-1964.pdf	327	1964-05	1964						letter	letter
3270-Letter_to_N_G_Ranga.pdf	3270				to	N G Ranga		unresolved	letter	letter
3271-Letter_to_Mr_Minoo_Masani_14-08-1962.pdf	3271	1962-08-14	1962		to	Minoo Masani	minoo-masani	resolved	letter	letter
3272-Letter_to_Mr_Minoo_Masani_13-08-1962.pdf	3272	1962-08-13	1962		to	Minoo Masani	minoo-masani	resolved	letter	letter
3273-Letter_to_C_Rajagopalachari_12-08-1962.pdf	3273	1962-08-12	1962		to	C Rajagopalachari	c-rajagopalachari	resolved	letter	letter
3274-Letter_to_Mr_Minoo_Masani_11-08-1962.pdf	3274	1962-08-11	1962		to	Minoo Masani	minoo-masani	resolved	letter	letter
3275-Letter_to_C_Rajagopalachari_11-08-1962.pdf	3275	1962-08-11	1962		to	C Rajagopalachari	c-rajagopalachari	resolved	letter	letter
3276-Letter_to_Mr_Minoo_Masani_10-08-1962.pdf	3276	1962-08-10	1962		to	Minoo Masani	minoo-masani	resolved	letter	letter
3277-Letter_to_C_Rajagopalachari_10-08-1962.pdf	3277	1962-08-10	1962		to	C Rajagopalachari	c-rajagopalachari	resolved	letter	letter
3278-Letter_to_C_Rajagopalachari_09-08-1962.pdf	3278	1962-08-09	1962		to	C Rajagopalachari	c-rajagopalachari	resolved	letter	letter
3279-Letter_to_C_Rajagopalachari_09-08-1962.pdf	3279	1962-08-09	1962		to	C Rajagopalachari	c-rajagopalachari	resolved	letter	letter
328-Swatantra_Newsletter_No-44_June-1964.pdf	328	1964-06	1964						letter	letter
3280-Letter_to_Mr_Minoo_Masani_07-08-1962.pdf	3280	1962-08-07	1962		to	Minoo Masani	minoo-masani	resolved	letter	letter
3281-Letter_to_S_V_Raju_07-08-1962.pdf	3281	1962-08-07	1962		to	S V Raju	s-v-raju	resolved	letter	letter
3282-Letter_to_C_Rajagopalachari_06-08-1962.pdf	3282	1962-08-06	1962		to	C Rajagopalachari	c-rajagopalachari	resolved	letter	letter
3283-Letter_to_C_Rajagopalachari_08-01-1962.pdf	3283	1962-01-08	1962		to	C Rajagopalachari	c-rajagopalachari	resolved	letter	letter
3284-Swatantra_Party_Minutes_of_Meeting_21-12-1961.pdf	3284	1961-12-21	1961						minutes	minutes
3285-Letter_to_Mr_Minoo_Masani_23-12-1961.pdf	3285	1961-12-23	1961		to	Minoo Masani	minoo-masani	resolved	letter	letter
3286-Letter_to_C_Rajagopalachari_14-11-1961.pdf	3286	1961-11-14	1961		to	C Rajagopalachari	c-rajagopalachari	resolved	letter	letter
3287-Letter_from_Mr_Minoo_Masani_14-11-1961.pdf	3287	1961-11-14	1961		from	Minoo Masani	minoo-masani	resolved	letter	letter
3288-Letter_to_Jagat_Kishore_Parsad_Narain_Singh_14-11-1961.pdf	3288	1961-11-14	1961		to	Jagat Kishore Parsad Narain Singh		unresolved	letter	letter
3289-Letter_to_C_Rajagopalachari_11-11-1961.pdf	3289	1961-11-11	1961		to	C Rajagopalachari	c-rajagopalachari	resolved	letter	letter
329-Swatantra_Newsletter_No-45_August-September-1964.pdf	329	1964-09	1964						letter	letter
3290-Letter_to_C_Rajagopalachari_26-09-1961.pdf	3290	1961-09-26	1961		to	C Rajagopalachari	c-rajagopalachari	resolved	letter	letter
3291-Letter_to_Mr_Minoo_Masani.pdf	3291				to	Minoo Masani	minoo-masani	resolved	letter	letter
3292-Letter_to_Mr_Minoo_Masani_18-09-1961.pdf	3292	1961-09-18	1961		to	Minoo Masani	minoo-masani	resolved	letter	letter
3293-General_Secertarys_note_on_Bihar_09-05-1961.pdf	3293	1961-05-09	1961							
3294-Detail_of_payment_made_in_respect_of_Bihar.pdf	3294									
3295-Swatantra_Party_Constitution_12-12-1966.pdf	3295	1966-12-12	1966							
3296-Letter_from_the_Officer_in_the_Overdraft_Department_26-11-1964.pdf	3296	1964-11-26	1964		from	the Officer in the Overdraft Department		unresolved	letter	letter
3297-Letter_to_N_G_Ranga_15-11-1964.pdf	3297	1964-11-15	1964		to	N G Ranga		unresolved	letter	letter
3298-No_of_some_of_the_jeeps_Seized_by_the_Bank.pdf	3298									
3299-Mr_Bhalla_of_New_India_Insurance_Company.pdf	3299									
33-Letter_to_Mr_Kanti_Bora_23-03-1971.pdf	33	1971-03-23	1971		to	Kanti Bora		unresolved	letter	letter
330-Swatantra_Newsletter_No-47_October-November-1964.pdf	330	1964-11	1964						letter	letter
3300-Letter_to_Hansotia_01-06-1964.pdf	3300	1964-06-01	1964		to	Hansotia		unresolved	letter	letter
3301-Letter_from_Parmanad_Kejriwal_29-05-1964.pdf	3301	1964-05-29	1964		from	Parmanad Kejriwal		unresolved	letter	letter
3302-Major_Mohan_Roy_Kindly_handed_15_recipt.pdf	3302									
3303-Letter_to_Mr_Minoo_Masani_17-04-1964.pdf	3303	1964-04-17	1964		to	Minoo Masani	minoo-masani	resolved	letter	letter
3304-Letter_to_Homi_Mody_26-01-1964.pdf	3304	1964-01-26	1964		to	Homi Mody		unresolved	letter	letter
3305-Letter_to_C_Rajagopalachari_12-01-1964.pdf	3305	1964-01-12	1964		to	C Rajagopalachari	c-rajagopalachari	resolved	letter	letter
3306-Letter_to_Girish_K_Munshi_10-01-1964.pdf	3306	1964-01-10	1964		to	Girish K Munshi		unresolved	letter	letter
3307-Letter_to_C_Rajagopalachari_09-01-1964.pdf	3307	1964-01-09	1964		to	C Rajagopalachari	c-rajagopalachari	resolved	letter	letter
3308-Letter_to_N_G_Ranga_26-12-1963.pdf	3308	1963-12-26	1963		to	N G Ranga		unresolved	letter	letter
3309-Letter_to_Mr_Minoo_Masani_24-12-1963.pdf	3309	1963-12-24	1963		to	Minoo Masani	minoo-masani	resolved	letter	letter
331-Swatantra_Newsletter_No-49_January-February-1965.pdf	331	1965-02	1965						letter	letter
3310-Jeep_Credit_Affair_29-10-1963.pdf	3310	1963-10-29	1963							
3311-Swatantra_Party_Cash_Memo.pdf	3311								memo	circular
3312-Swatantra_Party_Cash_Memo.pdf	3312								memo	circular
3313-Swatantra_Party_Cash_Memo.pdf	3313								memo	circular
3314-Swatantra_Party_Cash_Memo.pdf	3314								memo	circular
3315-Letter_to_S_V_Raju_20-09-1963.pdf	3315	1963-09-20	1963		to	S V Raju	s-v-raju	resolved	letter	letter
3316-Swatantra_Party_Minutes_of_Meeting_03-08-1969.pdf	3316	1969-08-03	1969						minutes	minutes
3317-Letter_to_C_Rajagopalachari_27-07-1963.pdf	3317	1963-07-27	1963		to	C Rajagopalachari	c-rajagopalachari	resolved	letter	letter
3318-Letter_to_K_M_Munshi_20-03-1963.pdf	3318	1963-03-20	1963		to	K M Munshi	k-m-munshi	resolved	letter	letter
3319-Letter_to_K_M_Munshi_20-03-1963.pdf	3319	1963-03-20	1963		to	K M Munshi	k-m-munshi	resolved	letter	letter
332-Swatantra_Newsletter_No-48_December-1964.pdf	332	1964-12	1964						letter	letter
3320-Note_on_Jeep_Credit_17-04-1963.pdf	3320	1963-04-17	1963							
3321-Letter_to_K_M_Munshi_20-03-1963.pdf	3321	1963-03-20	1963		to	K M Munshi	k-m-munshi	resolved	letter	letter
3322-Position_Regarding_Bihar_Jeep_Credit_14-03-1962.pdf	3322	1962-03-14	1962							
3323-Memorandum_05-10-1962.pdf	3323	1962-10-05	1962						memo	circular
3324-Letter_to_Bateshwar_Prasad_Singh_09-10-1962.pdf	3324	1962-10-09	1962		to	Bateshwar Prasad Singh		unresolved	letter	letter
3325-Memorandum_from_Cental_Bank_of_India_14-09-1962.pdf	3325	1962-09-14	1962		from	Cental Bank of India		unresolved	memo	circular
3326-Letter_to_Mr_Minoo_Masani_03-09-1962.pdf	3326	1962-09-03	1962		to	Minoo Masani	minoo-masani	resolved	letter	letter
3327-Letter_to_Mr_Minoo_Masani_14-08-1962.pdf	3327	1962-08-14	1962		to	Minoo Masani	minoo-masani	resolved	letter	letter
3328-Memorandum_11-08-1962.pdf	3328	1962-08-11	1962						memo	circular
3329-Letter_to_S_V_Raju_08-08-1962.pdf	3329	1962-08-08	1962		to	S V Raju	s-v-raju	resolved	letter	letter
333-Swatantra_Newsletter_No-50_March-1965.pdf	333	1965-03	1965						letter	letter
3330-Memorandum.pdf	3330								memo	circular
3331-Letter_to_Mr_Minoo_Masani_27-07-1962.pdf	3331	1962-07-27	1962		to	Minoo Masani	minoo-masani	resolved	letter	letter
3332-Jeep_Credit_Arragement_17-07-1962.pdf	3332	1962-07-17	1962							
3333-Memorandum_of_Agreement.pdf	3333								memo	circular
3334-Letter_to_Basant_Narain_Singh_09-07-1962.pdf	3334	1962-07-09	1962		to	Basant Narain Singh		unresolved	letter	letter
3335-Letter_from_Mr_Minoo_Masani_08-07-1962.pdf	3335	1962-07-08	1962		from	Minoo Masani	minoo-masani	resolved	letter	letter
3336-Regarding_Overdraft_Treatment_23-06-1962.pdf	3336	1962-06-23	1962							
3337-Memorandum_16-06-1962.pdf	3337	1962-06-16	1962						memo	circular
3338-Memorandum_28-04-1962.pdf	3338	1962-04-28	1962						memo	circular
3339-Letter_to_kamakhya_Narain_Singh_31-05-1962.pdf	3339	1962-05-31	1962		to	kamakhya Narain Singh		unresolved	letter	letter
334-Swatantra_Newsletter_No-51_April-May-1965.pdf	334	1965-05	1965						letter	letter
3340-Letter_to_kamakhya_Narain_Singh_19-04-1962.pdf	3340	1962-04-19	1962		to	kamakhya Narain Singh		unresolved	letter	letter
3341-Letter_to_N_G_Ranga_19-03-1962.pdf	3341	1962-03-19	1962		to	N G Ranga		unresolved	letter	letter
3342-Memorandum_13-03-1962.pdf	3342	1962-03-13	1962						memo	circular
3343-Account_of_Bihar_Contribution_and_Jeep_Credit_05-03-1962.pdf	3343	1962-03-05	1962							
3344-Memorandum_08-02-1962.pdf	3344	1962-02-08	1962						memo	circular
3345-Memorandum_25-01-1962.pdf	3345	1962-01-25	1962						memo	circular
3346-Major_Mohan_Roy_Kindly_handed_15_recipt.pdf	3346									
3347-Telegram_to_Mr_Minoo_Masani_15-01-1962.pdf	3347	1962-01-15	1962		to	Minoo Masani	minoo-masani	resolved	telegram	telegram
3348-Telegram_to_Raju_surajyam_21-01-1962.pdf	3348	1962-01-21	1962		to	Raju surajyam		unresolved	telegram	telegram
3349-Telegram_to_Raja_Ramgarh_10-01-1962.pdf	3349	1962-01-10	1962		to	Ramgarh		unresolved	telegram	telegram
335-Swatantra_Newsletter_No-52_June-1965.pdf	335	1965-06	1965						letter	letter
3350-Telegram_to_Raja_Ramgarh_10-01-1962.pdf	3350	1962-01-10	1962		to	Ramgarh		unresolved	telegram	telegram
3351-Telegram_to_Mr_Minoo_Masani_16-01-1962.pdf	3351	1962-01-16	1962		to	Minoo Masani	minoo-masani	resolved	telegram	telegram
3352-Telegram_to_Mr_Minoo_Masani.pdf	3352				to	Minoo Masani	minoo-masani	resolved	telegram	telegram
3353-Telegram_of_Swatantra_Party.pdf	3353								telegram	telegram
3354-Telegram_of_Swatantra_Party.pdf	3354								telegram	telegram
3355-Telegram_to_Raja_Ramgarh_12-01-1962.pdf	3355	1962-01-12	1962		to	Ramgarh		unresolved	telegram	telegram
3356-Letter_to_kamakhya_Narain_Singh_12-01-1962.pdf	3356	1962-01-12	1962		to	kamakhya Narain Singh		unresolved	letter	letter
3357-Swatantra_Party_Minutes_of_Meeting_04-01-1962.pdf	3357	1962-01-04	1962						minutes	minutes
3358-Extract_from_Draft_Minutes_05-01-1962.pdf	3358	1962-01-05	1962						minutes	minutes
3359-Telegram_to_Mr_Minoo_Masani_11-01-1962.pdf	3359	1962-01-11	1962		to	Minoo Masani	minoo-masani	resolved	telegram	telegram
336-Swatantra_Newsletter_No-53_July-August-1965.pdf	336	1965-08	1965						letter	letter
3360-Letter_to_C_Rajagopalachari_11-01-1962.pdf	3360	1962-01-11	1962		to	C Rajagopalachari	c-rajagopalachari	resolved	letter	letter
3361-Letter_to_Mr_Minoo_Masani_10-01-1962.pdf	3361	1962-01-10	1962		to	Minoo Masani	minoo-masani	resolved	letter	letter
3362-Letter_to_Raja_Ramgarh_10-01-1962.pdf	3362	1962-01-10	1962		to	Ramgarh		unresolved	letter	letter
3363-Letter_to_C_Rajagopalachari_08-01-1962.pdf	3363	1962-01-08	1962		to	C Rajagopalachari	c-rajagopalachari	resolved	letter	letter
3364-Memorandum_of_Agreement.pdf	3364								memo	circular
3365-Allotment_of_new_Jesps_04-01-1962.pdf	3365	1962-01-04	1962							
3366-Letter_to_Mr_Minoo_Masani_31-12-1961.pdf	3366	1961-12-31	1961		to	Minoo Masani	minoo-masani	resolved	letter	letter
3367-Jeep_Credit_to_Ramgarh_30-10-1961.pdf	3367	1961-10-30	1961							
3368-Point_to_be_noted_for_Four_Lakh_Credit.pdf	3368									
3369-Letter_to_Ramgarh_29-12-1961.pdf	3369	1961-12-29	1961		to	Ramgarh		unresolved	letter	letter
337-Swatantra_Newsletter_No-54_September-1965.pdf	337	1965-09	1965						letter	letter
3370-Letter_to_K_M_Munshi_26-12-1961.pdf	3370	1961-12-26	1961		to	K M Munshi	k-m-munshi	resolved	letter	letter
3371-Letter_to_kamakhya_Narain_Singh_26-12-1961.pdf	3371	1961-12-26	1961		to	kamakhya Narain Singh		unresolved	letter	letter
3372-Letter_to_C_Rajagopalachari.pdf	3372				to	C Rajagopalachari	c-rajagopalachari	resolved	letter	letter
3373-Telegram_to_Mr_Minoo_Masani.pdf	3373				to	Minoo Masani	minoo-masani	resolved	telegram	telegram
3374-Telegram_to_Mr_Minoo_Masani_25-12-1961.pdf	3374	1961-12-25	1961		to	Minoo Masani	minoo-masani	resolved	telegram	telegram
3375-Memorandum_21-12-1961.pdf	3375	1961-12-21	1961						memo	circular
3376-Reduction_of_the_Amount.pdf	3376									
3377-Letter_to_kamakhya_Narain_Singh_21-11-1961.pdf	3377	1961-11-21	1961		to	kamakhya Narain Singh		unresolved	letter	letter
3378-A_Third_Installment_of_Rs20000.pdf	3378									
3379-Memorandum_18-11-1961.pdf	3379	1961-11-18	1961						memo	circular
338-Swatantra_Newsletter_No-55_October-November-1965.pdf	338	1965-11	1965						letter	letter
3380-Letter_to_kamakhya_Narain_Singh_25-10-1961.pdf	3380	1961-10-25	1961		to	kamakhya Narain Singh		unresolved	letter	letter
3381-Letter_to_kamakhya_Narain_Singh_25-10-1961.pdf	3381	1961-10-25	1961		to	kamakhya Narain Singh		unresolved	letter	letter
3382-Letter_to_Mr_Minoo_Masani_30-09-1961.pdf	3382	1961-09-30	1961		to	Minoo Masani	minoo-masani	resolved	letter	letter
3383-Second_Installment_of_Rs20000.pdf	3383									
3384-Letter_from_S_V_Raju_18-10-1961.pdf	3384	1961-10-18	1961		from	S V Raju	s-v-raju	resolved	letter	letter
3385-Letter_from_Mr_Minoo_Masani_04-10-1961.pdf	3385	1961-10-04	1961		from	Minoo Masani	minoo-masani	resolved	letter	letter
3386-General_Secertarys_note_on_ReBihar_Finances_13-05-1961.pdf	3386	1961-05-13	1961							
3387-Letter_to_Mr_Minoo_Masani_27-09-1961.pdf	3387	1961-09-27	1961		to	Minoo Masani	minoo-masani	resolved	letter	letter
3388-Outlining_the_Arrangement_26-09-1961.pdf	3388	1961-09-26	1961							
3389-Letter_to_kamakhya_Narain_Singh_25-08-1961.pdf	3389	1961-08-25	1961		to	kamakhya Narain Singh		unresolved	letter	letter
339-Swatantra_Newsletter_No-56_January-February-1966.pdf	339	1966-02	1966						letter	letter
3390-Letter_to_Mr_Minoo_Masani_19-08-1961.pdf	3390	1961-08-19	1961		to	Minoo Masani	minoo-masani	resolved	letter	letter
3391-Emergent_Meeting_of_the_Working_Committee_17-08-1961.pdf	3391	1961-08-17	1961							
3392-Letter_to_Mr_Minoo_Masani_18-08-1961.pdf	3392	1961-08-18	1961		to	Minoo Masani	minoo-masani	resolved	letter	letter
3393-Letter_to_Mr_Minoo_Masani_18-08-1961.pdf	3393	1961-08-18	1961		to	Minoo Masani	minoo-masani	resolved	letter	letter
3394-Letter_from_K_N_Singh_04-08-1961.pdf	3394	1961-08-04	1961		from	K N Singh		unresolved	letter	letter
3395-Letter_from_K_N_Singh_02-08-1961.pdf	3395	1961-08-02	1961		from	K N Singh		unresolved	letter	letter
3396-Meeting_with_Mr_Mani_02-08-1961.pdf	3396	1961-08-02	1961							
